Fecha_Hora,Escenario,Conexion,VPN,Posicion_Esperada,Latitud,Longitud,Precision_m,Tiempo_Obtencion_ms,Tiempo_Consulta_Config_ms,Distancia_m,Radio_Geocerca_m,Validacion,Validacion_Correcta,Error
"2026-08-02T20:24:36.462Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""2.50"",""1521.70"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:37.049Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""2.70"",""1787.90"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:37.688Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""2.80"",""2064.90"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:38.750Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""3.20"",""2796.90"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:40.059Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""3.00"",""3765.20"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:40.673Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""2.80"",""4043.60"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:41.288Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""2.70"",""4350.70"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:41.888Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""4.70"",""4634.50"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:42.459Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""3.60"",""4878.60"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:42.788Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""2.70"",""4907.20"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:43.116Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""3.00"",""4912.90"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:43.619Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""5.10"",""5120.20"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:44.133Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""4.20"",""5280.10"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:44.636Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""2.70"",""5491.10"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:44.961Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""2.70"",""5481.50"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:24:45.510Z,""E7"",""Wi-Fi"",""Sí"",""Fuera"",""-0.288209"",""-79.213171"",""107.00"",""2.50"",""5756.90"",""29.18"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:35.976Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""3.90"",""305.20"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:36.628Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""16.20"",""609.30"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:36.836Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""3.20"",""481.20"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:37.401Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""2.40"",""705.80"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:37.810Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""2.10"",""759.80"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:38.220Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""2.60"",""840.70"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:38.634Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""2.90"",""925.90"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:39.040Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""2.90"",""1002.90"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:39.256Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""2.60"",""844.00"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:39.460Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""3.50"",""705.00"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:39.662Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288246"",""-79.213180"",""107.00"",""2.90"",""558.70"",""24.92"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:40.152Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288247"",""-79.213188"",""112.00"",""3.50"",""692.20"",""24.58"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:40.346Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288247"",""-79.213188"",""112.00"",""2.80"",""517.80"",""24.58"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:40.542Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288247"",""-79.213188"",""112.00"",""2.50"",""364.70"",""24.58"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:40.737Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288247"",""-79.213188"",""112.00"",""2.70"",""211.30"",""24.58"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:41.022Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288247"",""-79.213188"",""112.00"",""2.90"",""201.80"",""24.58"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:41.354Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288247"",""-79.213188"",""112.00"",""3.00"",""198.20"",""24.58"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:41.684Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288247"",""-79.213188"",""112.00"",""2.80"",""235.00"",""24.58"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:42.122Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288247"",""-79.213188"",""112.00"",""4.40"",""369.70"",""24.58"",""10"",""Rechazada"",""Sí"","""""
"2026-08-02T20:25:42.327Z,""E5"",""Wi-Fi"",""No"",""Fuera"",""-0.288247"",""-79.213188"",""112.00"",""2.70"",""290.30"",""24.58"",""10"",""Rechazada"",""Sí"","""""
